TotalAmount,BikePurchase,CustomerID,PersonType,BirthDate,Age,MaritalStatus,Gender,TotalChildren,HomeOwnerFlag,NumberCarsOwned,CountryRegionCode_Num,YearlyIncome_Num,Education_Num,Occupation_Num
4745.02,1,15362,IN,1965,55,M,F,4,1,3,1,3,2,3
1744.97,1,17153,IN,1949,71,M,M,2,1,0,5,2,4,4
1725.98,1,17480,IN,1978,42,S,M,0,1,2,5,2,2,1
1179.97,1,21326,IN,1960,60,M,F,1,0,3,5,4,2,3
1179.47,1,24011,IN,1961,59,S,F,3,1,0,4,1,3,2
1203.46,1,24034,IN,1970,50,M,M,0,1,0,4,1,4,2
2428.05,1,24190,IN,1958,62,S,M,2,1,1,3,0,2,0
2552.82,1,24847,IN,1944,76,M,F,3,1,3,4,4,4,4
2469.05,1,25400,IN,1971,49,M,M,1,1,0,5,3,3,3
742.35,1,28488,IN,1977,43,S,M,0,1,0,0,0,2,0
742.35,1,29062,IN,1945,75,M,M,4,1,2,0,0,1,1
35.0,0,13695,IN,1971,49,S,M,0,0,1,3,1,1,0
123.45,0,15222,IN,1964,56,M,F,0,0,1,0,2,4,3
61.96,0,15634,IN,1971,49,S,M,0,0,1,4,1,1,0
149.46,0,16599,IN,1950,70,M,M,4,1,3,4,4,4,4
7.28,0,16672,IN,1974,46,S,F,0,1,2,5,2,2,3
66.58,0,16682,IN,1967,53,M,F,4,1,0,0,3,4,3
92.97,0,16700,IN,1963,57,S,M,0,0,1,0,2,4,3
4.99,0,17174,IN,1952,68,S,F,2,1,2,5,2,0,1
94.22,0,17292,IN,1966,54,S,F,5,1,3,0,3,3,4
30.97,0,17330,IN,1962,58,M,F,5,1,2,0,2,4,3
45.95,0,18258,IN,1968,52,S,F,0,0,1,0,2,4,3
38.98,0,20064,IN,1971,49,S,F,2,1,1,2,1,2,2
76.76,0,20085,IN,1954,66,M,F,2,0,2,1,0,0,0
37.27,0,22759,IN,1948,72,M,F,2,1,1,5,2,2,3
4.99,0,23095,IN,1950,70,M,M,2,1,2,0,0,0,2
36.96,0,25173,IN,1962,58,M,F,5,1,2,1,3,2,3
39.98,0,25495,IN,1963,57,M,F,2,1,2,3,1,2,2
35.23,0,26118,IN,1952,68,M,F,3,1,2,5,1,2,3
89.46,0,26498,IN,1948,72,M,M,2,1,1,5,2,2,3
89.97,0,27844,IN,1936,84,M,M,1,1,0,3,0,3,2
23.78,0,27847,IN,1957,63,M,F,1,0,0,4,0,2,0
21.49,0,27905,IN,1970,50,S,M,2,0,0,4,0,1,0
8.99,0,29057,IN,1978,42,S,F,0,0,1,5,1,2,1
2329.98,1,12781,IN,1956,64,M,F,1,1,1,1,1,2,2
561.97,1,16083,IN,1967,53,M,F,5,1,1,1,1,1,1
1764.96,1,17150,IN,1949,71,M,M,2,1,2,5,2,2,3
1155.48,1,18859,IN,1954,66,M,F,2,1,2,1,2,0,1
1120.49,1,19536,IN,1960,60,M,F,1,1,1,1,2,2,1
726.27,1,19698,IN,1962,58,M,F,1,1,0,5,4,4,4
1179.97,1,20281,IN,1979,41,S,M,0,0,2,5,1,1,1
2482.23,1,20495,IN,1943,77,M,M,5,0,2,5,3,4,4
553.97,1,22440,IN,1969,51,S,F,0,0,0,3,1,4,2
553.97,1,22652,IN,1965,55,S,M,2,1,0,2,0,1,0
539.99,1,23148,IN,1970,50,M,M,1,1,1,5,1,4,1
556.93,1,23166,IN,1968,52,S,M,4,1,3,5,1,1,1
2419.06,1,24640,IN,1941,79,S,F,4,0,2,5,1,4,4
2384.07,1,25409,IN,1968,52,S,M,2,0,1,5,2,4,1
2453.04,1,25767,IN,1968,52,S,F,3,0,3,5,3,4,4
1223.84,1,26954,IN,1970,50,S,M,0,1,0,2,1,4,2
751.34,1,28388,IN,1964,56,S,F,3,1,1,2,0,0,0
2428.05,1,29477,IN,1959,61,M,M,2,0,1,4,0,2,0
143.94,0,11128,IN,1975,45,M,F,0,1,1,5,1,1,1
82.93,0,11876,IN,1960,60,M,F,1,1,1,5,2,2,1
86.26,0,13127,IN,1964,56,S,M,0,0,1,0,2,4,3
21.98,0,13893,IN,1966,54,M,M,4,1,0,5,2,3,3
4.99,0,14609,IN,1964,56,S,F,5,1,2,5,1,4,1
61.45,0,14825,IN,1977,43,S,F,0,0,1,2,0,1,0
39.98,0,15971,IN,1935,85,M,M,2,1,2,5,1,3,4
65.99,0,16667,IN,1974,46,S,F,0,1,2,1,1,1,3
77.27,0,17186,IN,1956,64,M,M,3,1,4,4,4,1,3
179.95,0,17213,IN,1952,68,M,M,4,1,3,4,4,4,4
56.96,0,18411,IN,1955,65,M,M,2,0,2,1,2,1,3
24.27,0,19091,IN,1973,47,S,M,0,0,3,0,3,4,3
119.98,0,19712,IN,1960,60,M,M,0,1,0,5,3,2,3
37.97,0,20147,IN,1941,79,M,F,1,1,0,4,1,4,2
123.98,0,20763,IN,1957,63,M,M,2,1,2,5,1,1,1
78.98,0,22169,IN,1950,70,M,F,2,1,2,0,0,0,2
69.97,0,22351,IN,1956,64,M,F,2,0,2,5,1,1,1
39.98,0,23084,IN,1977,43,S,M,0,0,2,1,1,0,2
96.07,0,25172,IN,1963,57,M,M,3,1,4,5,4,4,4
4.99,0,25241,IN,1958,62,M,M,2,1,1,0,3,4,3
114.46,0,25520,IN,1976,44,S,F,0,0,1,3,0,1,0
60.47,0,27409,IN,1947,73,M,M,2,1,1,5,1,1,3
27.77,0,27566,IN,1959,61,M,M,4,1,0,5,2,4,3
4716.02,1,14606,IN,1965,55,S,F,4,0,2,1,3,4,1
1764.96,1,17261,IN,1960,60,M,M,1,1,1,5,2,2,1
1170.48,1,20304,IN,1979,41,S,M,0,0,2,5,1,1,1
1149.47,1,20310,IN,1979,41,S,M,0,1,1,5,2,2,1
1120.49,1,21323,IN,1960,60,M,M,3,1,4,5,3,2,3
612.95,1,22271,IN,1969,51,M,M,3,1,0,5,3,3,3
2566.8,1,22501,IN,1966,54,S,M,0,1,0,3,1,4,3
539.99,1,22615,IN,1969,51,S,F,0,0,0,2,1,4,2
607.96,1,23151,IN,1970,50,M,M,1,1,1,5,1,4,1
2393.06,1,25429,IN,1969,51,S,F,2,1,0,5,3,3,3
607.96,1,26848,IN,1964,56,M,F,3,1,0,4,0,1,0
777.34,1,26941,IN,1959,61,M,M,0,1,0,3,1,4,2
162.28,0,12413,IN,1966,54,S,M,0,0,0,5,2,3,1
224.91,0,13751,IN,1958,62,S,F,4,1,0,1,3,3,1
122.95,0,14314,IN,1965,55,M,F,5,1,4,0,3,4,3
66.75,0,15604,IN,1964,56,M,M,4,1,2,0,2,4,3
84.47,0,17492,IN,1976,44,S,F,0,0,2,5,2,2,1
160.92,0,17551,IN,1942,78,M,F,3,1,2,1,2,3,4
163.92,0,17619,IN,1923,97,M,F,5,1,0,1,2,0,1
30.97,0,18291,IN,1964,56,S,F,0,0,1,0,2,4,3
69.99,0,20357,IN,1935,85,M,F,2,1,2,5,1,3,4
74.46,0,20515,IN,1947,73,S,F,2,1,1,5,2,2,3
76.97,0,20517,IN,1947,73,M,F,2,1,1,1,2,2,3
77.96,0,20729,IN,1971,49,M,F,2,0,1,2,1,2,2
77.96,0,20759,IN,1956,64,M,F,1,1,1,5,1,2,2
74.98,0,20801,IN,1957,63,S,M,1,1,0,4,0,2,0
12.94,0,23013,IN,1946,74,M,M,4,0,2,0,0,1,1
29.99,0,23808,IN,1958,62,M,M,1,1,1,5,1,2,2
67.59,0,25182,IN,1961,59,M,F,4,1,2,5,3,1,3
39.98,0,25580,IN,1960,60,M,F,1,1,1,3,0,1,0
38.98,0,27955,IN,1951,69,M,M,4,0,3,4,4,1,3
2367.92,1,12451,IN,1958,62,S,F,4,1,0,1,2,3,1
4725.32,1,15187,IN,1973,47,S,M,0,0,1,1,3,4,4
1725.48,1,17405,IN,1934,86,S,F,2,1,2,5,1,3,4
1204.46,1,20190,IN,1967,53,S,F,0,1,1,5,1,2,1
1120.49,1,21327,IN,1960,60,S,M,1,0,3,5,4,4,4
548.98,1,22189,IN,1973,47,M,F,0,1,2,5,2,2,3
1750.98,1,25443,IN,1968,52,M,F,0,1,0,2,1,3,2
553.97,1,26858,IN,1965,55,M,M,1,1,0,4,1,4,1
588.96,1,26914,IN,1940,80,S,F,1,1,0,4,0,4,2
135.78,0,11734,IN,1959,61,M,M,1,0,1,5,2,2,1
108.46,0,12085,IN,1947,73,M,M,2,1,0,5,2,4,4
56.97,0,13352,IN,1944,76,S,M,4,1,2,5,2,4,4
75.97,0,14373,IN,1972,48,M,M,1,1,0,5,2,3,1
39.98,0,15486,IN,1969,51,M,M,1,1,0,5,2,3,3
116.25,0,15735,IN,1970,50,M,F,0,1,4,0,3,0,3
86.95,0,16556,IN,1970,50,S,F,0,0,1,2,0,2,0
4.99,0,17434,IN,1961,59,M,F,1,0,4,5,4,2,3
13.98,0,17562,IN,1972,48,M,M,1,1,0,5,2,3,3
78.98,0,18772,IN,1976,44,M,F,0,1,1,5,1,2,1
123.98,0,18844,IN,1936,84,S,M,2,1,2,5,1,3,4
69.99,0,19800,IN,1973,47,S,F,0,0,1,5,3,4,4
38.98,0,20957,IN,1975,45,S,M,0,0,1,3,1,2,2
23.97,0,21477,IN,1948,72,M,F,2,1,0,5,2,4,4
73.96,0,21635,IN,1965,55,M,M,3,1,3,5,1,4,1
32.6,0,24390,IN,1956,64,M,F,2,1,2,5,2,1,3
23.78,0,25145,IN,1974,46,S,M,0,1,1,2,1,2,2
4.99,0,25327,IN,1975,45,M,M,3,1,0,1,1,2,2
3.99,0,25477,IN,1933,87,M,F,1,1,1,4,1,4,1
59.98,0,25677,IN,1974,46,M,F,0,1,2,3,0,0,0
76.96,0,26076,IN,1962,58,M,F,5,1,2,1,3,2,3
69.99,0,26434,IN,1974,46,S,F,0,1,3,0,3,4,3
47.96,0,26552,IN,1977,43,M,F,0,1,1,5,1,2,1
166.28,0,28254,IN,1962,58,S,F,5,0,3,1,3,2,3
34.99,0,28785,IN,1957,63,S,M,2,1,2,5,0,0,2
1170.48,1,20118,IN,1972,48,M,F,0,1,0,5,1,3,1
571.72,1,22272,IN,1969,51,M,F,3,1,0,5,3,3,3
563.77,1,22458,IN,1968,52,S,F,1,0,0,3,0,2,0
539.99,1,23178,IN,1967,53,S,M,2,0,1,5,1,4,1
572.26,1,23622,IN,1952,68,M,M,4,1,2,2,4,2,3
1120.49,1,23940,IN,1962,58,M,M,1,1,1,4,1,4,1
1714.97,1,25323,IN,1971,49,M,M,2,1,1,2,1,2,2
553.97,1,26886,IN,1976,44,S,F,0,0,1,4,1,2,2
556.93,1,28319,IN,1960,60,S,F,1,0,1,0,2,2,1
2398.05,1,28524,IN,1969,51,M,F,0,1,0,4,2,3,1
815.81,1,29064,IN,1946,74,S,M,2,1,2,0,1,2,2
73.25,0,11225,IN,1951,69,M,F,2,1,1,5,2,2,3
49.99,0,12278,IN,1969,51,S,F,2,1,0,2,0,1,0
39.98,0,12799,IN,1968,52,M,M,1,1,0,2,1,4,2
142.95,0,12933,IN,1969,51,M,M,5,0,3,5,2,3,3
190.27,0,13004,IN,1967,53,M,M,5,0,2,0,3,3,4
62.27,0,13136,IN,1936,84,M,F,2,0,2,0,1,2,2
35.0,0,13819,IN,1978,42,S,M,0,0,1,3,0,1,0
81.26,0,14665,IN,1969,51,M,M,4,1,1,0,3,3,4
101.46,0,14805,IN,1963,57,S,F,3,1,2,2,0,0,0
32.27,0,14989,IN,1976,44,S,F,0,0,1,3,0,1,0
39.97,0,15232,IN,1961,59,S,M,1,1,1,0,2,2,1
96.44,0,15277,IN,1974,46,S,F,0,0,1,5,1,2,1
39.98,0,15403,IN,1954,66,M,M,2,0,2,5,2,0,1
63.97,0,15602,IN,1968,52,S,M,0,0,1,0,2,4,3
43.21,0,15822,IN,1938,82,M,M,2,1,2,0,1,4,4
63.97,0,17935,IN,1960,60,M,F,1,1,0,2,0,2,0
24.27,0,19097,IN,1971,49,S,F,0,1,4,0,3,4,3
38.98,0,19495,IN,1979,41,S,M,4,1,2,3,0,1,0
173.45,0,19955,IN,1973,47,S,M,0,1,3,0,3,4,3
22.93,0,21245,IN,1978,42,M,F,0,0,2,5,1,1,1
69.99,0,22148,IN,1947,73,M,F,2,1,2,0,0,0,2
39.98,0,23245,IN,1966,54,S,F,0,0,0,1,2,3,1
14.98,0,23258,IN,1955,65,S,F,1,0,2,5,1,1,2
68.97,0,23761,IN,1972,48,M,F,0,1,2,3,0,0,0
29.99,0,23817,IN,1959,61,M,F,2,0,1,5,1,2,2
71.58,0,24965,IN,1947,73,M,M,2,0,2,5,1,1,3
71.58,0,25422,IN,1966,54,M,M,3,1,0,5,3,4,1
4.99,0,27703,IN,1959,61,S,F,1,0,1,0,3,4,3
7.28,0,28937,IN,1973,47,S,M,0,0,3,0,3,4,3
39.99,0,29372,IN,1966,54,M,F,1,1,2,3,1,4,1
1784.96,1,17464,IN,1953,67,M,M,3,1,2,5,2,3,4
624.95,1,17669,IN,1956,64,M,F,2,0,2,5,1,1,1
1184.46,1,19113,IN,1970,50,M,M,1,1,0,1,1,4,1
756.26,1,19657,IN,1972,48,S,F,0,0,1,5,3,4,4
1754.98,1,20673,IN,1970,50,M,M,4,1,0,5,2,3,3
650.45,1,22294,IN,1968,52,S,F,0,0,1,5,2,4,3
2393.06,1,25401,IN,1971,49,M,M,1,0,0,5,3,3,3
1223.84,1,25412,IN,1970,50,S,M,2,1,0,5,2,3,3
113.96,0,11192,IN,1945,75,M,M,4,1,2,5,2,4,4
53.99,0,11407,IN,1952,68,M,M,2,1,1,2,0,2,0
101.26,0,11814,IN,1970,50,M,M,2,1,0,5,2,3,3
271.45,0,12147,IN,1964,56,M,F,4,1,0,1,3,4,4
185.94,0,12351,IN,1973,47,M,F,0,1,2,0,3,1,4
56.97,0,12797,IN,1959,61,S,M,4,1,0,5,2,3,1
13.98,0,13566,IN,1951,69,S,F,3,1,2,2,0,1,0
177.6,0,14574,IN,1969,51,S,F,1,1,0,1,2,3,3
7.28,0,15505,IN,1967,53,S,F,2,0,1,5,1,4,1
7.28,0,16242,IN,1958,62,S,F,4,1,0,5,3,3,1
137.96,0,16591,IN,1953,67,M,M,3,1,4,4,4,4,4
69.99,0,19805,IN,1974,46,S,F,0,0,2,5,2,2,3
22.93,0,20464,IN,1957,63,M,F,2,1,0,5,2,2,3
69.46,0,21058,IN,1967,53,S,F,3,1,1,3,0,1,0
34.98,0,22361,IN,1958,62,M,M,2,1,1,5,1,2,2
32.28,0,23483,IN,1963,57,M,M,5,1,1,5,4,4,4
53.98,0,24543,IN,1955,65,S,M,3,0,4,3,4,2,3
6.28,0,24556,IN,1946,74,S,F,5,1,2,3,3,2,3
27.28,0,25843,IN,1939,81,S,M,3,1,2,5,2,3,4
64.97,0,26346,IN,1965,55,M,M,3,1,3,5,1,4,1
78.48,0,26367,IN,1966,54,M,M,1,1,2,3,1,4,1
68.97,0,26702,IN,1962,58,M,F,5,1,4,5,3,2,3
21.49,0,27030,IN,1955,65,S,F,1,0,2,5,1,1,2
132.97,0,28545,IN,1980,40,M,M,0,1,2,3,0,0,0
1174.48,1,20194,IN,1960,60,M,M,1,1,1,5,2,2,1
1145.48,1,20197,IN,1960,60,M,F,1,1,1,5,2,2,1
1151.76,1,20291,IN,1975,45,S,F,0,0,2,5,1,1,1
600.46,1,22295,IN,1968,52,S,F,0,1,1,5,2,4,3
603.49,1,22644,IN,1967,53,S,M,1,1,0,2,1,4,2
2398.05,1,25623,IN,1968,52,M,F,2,1,2,5,3,4,4
2384.07,1,25734,IN,1958,62,S,M,1,0,0,2,1,3,2
615.46,1,26866,IN,1979,41,S,F,3,0,2,4,1,2,2
588.96,1,26890,IN,1975,45,M,M,1,1,0,4,1,4,1
548.98,1,28324,IN,1962,58,M,M,1,1,1,0,2,2,1
58.16,0,11121,IN,1960,60,M,M,5,1,3,0,2,2,1
77.27,0,11366,IN,1979,41,M,F,0,1,0,0,0,4,2
39.99,0,11514,IN,1954,66,M,M,1,1,1,5,1,1,2
49.99,0,12377,IN,1980,40,S,M,0,0,2,2,0,0,0
8.99,0,12537,IN,1961,59,M,M,1,1,0,3,0,4,0
21.98,0,13749,IN,1958,62,M,M,4,1,0,5,3,3,1
46.47,0,13761,IN,1959,61,M,M,4,1,0,5,2,3,1
30.97,0,14444,IN,1965,55,M,M,1,1,4,5,4,3,4
190.89,0,15235,IN,1960,60,M,F,3,1,2,0,2,2,1
131.55,0,15402,IN,1954,66,M,M,2,0,2,1,2,0,1
61.96,0,15895,IN,1948,72,S,F,2,1,0,5,2,4,4
39.98,0,16875,IN,1935,85,M,F,4,1,2,5,3,4,4
13.98,0,17177,IN,1952,68,M,M,2,1,2,5,2,1,3
4.99,0,17426,IN,1962,58,S,F,1,0,1,5,4,4,4
101.94,0,18506,IN,1957,63,M,M,2,0,2,1,2,1,3
78.98,0,19669,IN,1978,42,S,F,0,0,1,5,1,2,1
193.01,0,19801,IN,1974,46,S,M,0,1,2,1,1,1,3
43.97,0,21074,IN,1965,55,M,F,1,1,2,4,1,4,1
108.95,0,21317,IN,1936,84,M,F,2,1,3,5,4,3,4
14.98,0,21413,IN,1974,46,M,M,0,1,2,5,2,2,3
23.97,0,21451,IN,1944,76,M,F,4,1,2,5,1,1,3
84.97,0,22192,IN,1976,44,S,M,0,0,2,5,2,2,3
93.97,0,22310,IN,1972,48,S,F,0,0,2,2,0,0,0
48.97,0,22507,IN,1965,55,S,M,2,0,1,2,1,2,2
69.97,0,23065,IN,1937,83,M,M,3,1,2,5,2,3,4
6.28,0,23601,IN,1956,64,S,F,3,0,4,2,4,1,3
34.98,0,23613,IN,1944,76,M,M,3,1,4,4,4,4,4
38.88,0,24262,IN,1977,43,M,M,0,0,2,5,2,2,1
22.93,0,24267,IN,1950,70,M,M,2,1,2,0,0,0,2
38.98,0,24547,IN,1944,76,S,F,5,1,2,2,3,2,3
71.58,0,25069,IN,1964,56,M,F,4,1,3,5,2,4,1
33.98,0,26419,IN,1947,73,M,M,3,0,4,2,3,1,4
44.22,0,26804,IN,1974,46,S,F,0,1,1,5,1,2,1
15.23,0,27941,IN,1953,67,M,F,4,1,2,2,3,2,3
33.98,0,29424,IN,1974,46,M,M,0,1,2,2,0,0,0
2518.98,1,13472,IN,1954,66,M,M,2,1,2,5,3,0,1
1735.98,1,17270,IN,1958,62,S,M,3,0,1,5,2,4,3
539.99,1,17557,IN,1944,76,S,M,5,1,2,5,1,0,2
553.97,1,17668,IN,1956,64,S,M,2,1,2,5,1,1,1
599.47,1,23158,IN,1971,49,M,F,1,0,0,5,2,3,3
2457.33,1,24852,IN,1946,74,M,F,4,1,3,4,4,4,4
2453.04,1,25289,IN,1968,52,S,F,0,0,1,5,3,4,4
1759.97,1,25307,IN,1973,47,M,F,1,1,1,2,1,4,1
2427.04,1,25397,IN,1971,49,M,M,3,1,0,5,2,3,3
1249.84,1,25419,IN,1967,53,S,M,2,0,1,5,1,4,1
2398.05,1,25738,IN,1959,61,M,F,0,1,0,2,1,4,2
588.96,1,26942,IN,1958,62,S,F,1,1,0,4,1,4,2
1268.84,1,26961,IN,1968,52,M,F,3,1,0,2,0,1,0
1174.48,1,27182,IN,1970,50,M,M,2,1,0,3,1,2,2
1120.49,1,27775,IN,1967,53,S,F,0,0,0,2,1,4,2
756.33,1,29069,IN,1947,73,S,M,4,1,2,0,0,1,1
14.98,0,12727,IN,1980,40,S,F,0,0,2,3,0,0,0
286.88,0,13175,IN,1968,52,M,M,4,1,1,1,3,4,4
71.27,0,14988,IN,1975,45,M,F,0,1,2,4,0,0,0
78.96,0,15039,IN,1977,43,S,F,1,0,0,0,0,1,0
63.97,0,15149,IN,1970,50,M,F,0,0,4,0,3,4,3
91.26,0,16704,IN,1961,59,M,F,5,1,2,0,2,2,1
64.47,0,16971,IN,1967,53,S,F,2,0,1,5,1,4,1
124.99,0,16993,IN,1964,56,M,M,4,1,3,5,2,4,1
23.22,0,19524,IN,1978,42,S,F,0,0,1,3,1,1,0
36.27,0,20053,IN,1972,48,S,M,2,1,0,4,1,2,2
17.27,0,21627,IN,1969,51,M,F,5,1,2,5,2,3,3
39.98,0,22384,IN,1961,59,S,F,1,1,0,2,0,4,0
71.95,0,22714,IN,1965,55,M,F,4,1,3,1,3,2,3
29.99,0,23092,IN,1977,43,S,F,0,0,2,5,2,2,1
32.28,0,23193,IN,1965,55,M,F,3,1,1,5,1,4,1
29.99,0,23481,IN,1963,57,S,M,0,1,2,5,3,2,3
29.48,0,24095,IN,1962,58,S,F,1,0,1,3,1,2,2
121.57,0,25896,IN,1952,68,M,F,2,1,2,5,2,1,3
69.99,0,26151,IN,1959,61,M,M,1,1,1,0,3,4,3
48.97,0,26208,IN,1958,62,S,F,2,0,4,4,4,2,3
29.98,0,26289,IN,1973,47,M,M,1,1,0,5,1,3,1
68.97,0,26777,IN,1975,45,S,M,0,1,1,5,1,1,1
127.95,0,28773,IN,1954,66,S,M,1,0,1,5,1,1,2
27.28,0,28801,IN,1972,48,S,F,0,0,0,5,2,3,1
4793.02,1,15201,IN,1957,63,S,F,2,1,1,1,3,2,3
564.48,1,15762,IN,1974,46,S,M,0,0,2,1,1,1,3
539.99,1,17518,IN,1974,46,S,F,0,0,2,5,1,0,1
2443.35,1,20482,IN,1962,58,S,F,1,0,1,5,2,4,3
588.96,1,22627,IN,1968,52,S,F,1,0,0,2,0,2,0
2418.05,1,24194,IN,1959,61,M,M,0,0,0,3,1,4,2
777.34,1,26950,IN,1969,51,M,M,2,1,0,3,0,1,0
750.3,1,28472,IN,1938,82,M,F,1,1,0,2,0,4,2
101.76,0,11517,IN,1954,66,M,F,1,1,1,5,1,2,2
84.98,0,11562,IN,1966,54,M,M,1,1,1,2,0,1,0
310.93,0,11652,IN,1971,49,M,M,1,1,0,1,2,3,3
21.98,0,12759,IN,1931,89,M,F,1,1,1,5,1,3,1
24.99,0,12847,IN,1964,56,M,M,1,1,0,4,1,4,1
4.99,0,15979,IN,1960,60,M,F,4,1,3,5,3,1,3
39.98,0,16091,IN,1967,53,S,F,2,0,1,5,1,4,1
59.98,0,17459,IN,1954,66,M,F,3,1,0,5,2,1,3
82.97,0,20055,IN,1971,49,S,M,0,0,2,4,0,0,0
38.98,0,20161,IN,1943,77,S,M,1,1,0,3,0,2,0
39.98,0,21131,IN,1973,47,S,M,0,0,2,2,0,0,0
56.97,0,22363,IN,1958,62,S,F,5,1,0,1,3,3,1
33.98,0,22584,IN,1961,59,S,F,1,1,0,3,0,2,0
34.98,0,23727,IN,1950,70,M,M,2,1,1,5,2,2,3
64.97,0,25341,IN,1955,65,S,F,3,0,2,5,0,0,2
114.46,0,27112,IN,1966,54,S,M,0,0,0,1,2,3,3
190.27,0,28639,IN,1973,47,M,F,1,1,0,5,1,3,1
88.98,0,29443,IN,1956,64,S,M,2,1,0,4,0,2,0
4828.01,1,15391,IN,1955,65,M,F,2,0,1,1,3,1,3
4780.02,1,15395,IN,1960,60,S,M,5,1,3,1,3,2,3
539.99,1,19697,IN,1962,58,S,F,1,1,4,5,4,1,3
617.95,1,19706,IN,1955,65,S,M,3,1,0,5,3,2,3
599.47,1,22255,IN,1970,50,M,F,3,1,0,5,2,3,3
724.47,1,22266,IN,1966,54,M,F,4,1,0,5,2,3,3
553.97,1,22292,IN,1963,57,M,F,4,1,2,5,2,4,3
553.97,1,22426,IN,1960,60,M,F,3,1,0,3,1,3,2
574.98,1,23145,IN,1972,48,M,F,1,1,0,5,2,3,3
616.95,1,23156,IN,1969,51,M,F,1,1,0,5,2,3,3
1170.48,1,24030,IN,1970,50,S,F,0,0,1,4,0,2,0
2438.06,1,24645,IN,1943,77,M,M,4,0,2,5,2,4,4
2419.06,1,25290,IN,1968,52,S,M,4,1,1,5,3,4,4
1228.83,1,25413,IN,1970,50,S,F,2,0,0,5,2,3,3
1308.31,1,25417,IN,1967,53,S,F,2,0,1,5,1,4,1
1273.83,1,25574,IN,1961,59,S,M,4,0,0,3,1,3,2
553.97,1,26869,IN,1963,57,M,M,1,1,0,4,1,4,1
574.98,1,28318,IN,1961,59,M,F,1,0,1,0,2,4,3
599.47,1,28321,IN,1960,60,M,M,1,0,1,0,2,2,1
2398.05,1,29478,IN,1959,61,S,M,3,1,0,4,1,3,2
56.51,0,11024,IN,1978,42,M,M,0,1,2,5,2,2,1
43.98,0,12269,IN,1960,60,M,M,3,1,0,3,1,3,2
51.96,0,12592,IN,1961,59,M,F,4,1,0,4,1,3,2
155.94,0,13026,IN,1948,72,S,F,2,1,2,0,0,0,2
99.2,0,13623,IN,1973,47,M,M,0,1,3,0,3,4,3
119.98,0,13672,IN,1980,40,S,M,0,0,2,3,0,0,0
4.99,0,14762,IN,1958,62,S,F,4,1,0,5,3,3,1
64.97,0,15445,IN,1962,58,M,M,1,1,0,3,0,3,2
198.99,0,15696,IN,1953,67,M,M,3,1,3,3,3,4,4
59.98,0,15853,IN,1967,53,M,F,0,1,0,5,4,4,4
39.98,0,16082,IN,1968,52,S,F,2,0,1,5,2,4,1
63.97,0,16281,IN,1963,57,S,M,3,1,2,3,0,0,0
59.98,0,16990,IN,1965,55,M,M,0,1,0,5,2,3,3
73.96,0,17804,IN,1964,56,S,F,5,1,1,2,0,0,0
7.28,0,18315,IN,1980,40,M,F,0,1,2,5,1,1,1
58.98,0,18666,IN,1957,63,S,F,2,1,2,5,1,1,1
24.27,0,18742,IN,1960,60,M,M,5,1,3,0,2,2,1
78.26,0,19085,IN,1976,44,M,F,0,1,3,0,2,4,3
45.22,0,19449,IN,1926,94,M,M,4,0,2,2,0,1,0
252.32,0,19640,IN,1980,40,M,M,0,1,2,1,1,1,1
74.98,0,21405,IN,1958,62,M,F,5,1,4,0,4,4,4
58.98,0,21661,IN,1978,42,S,M,0,0,1,2,1,1,0
13.98,0,22915,IN,1967,53,M,F,5,1,4,0,2,4,3
39.98,0,23128,IN,1959,61,M,M,1,1,0,0,4,4,4
29.99,0,23594,IN,1953,67,S,F,4,1,1,5,2,2,3
4.99,0,24805,IN,1967,53,M,F,5,1,2,1,1,1,1
27.77,0,24875,IN,1949,71,S,M,4,1,3,2,3,1,4
44.54,0,24968,IN,1948,72,M,M,2,1,1,5,2,2,3
63.47,0,25912,IN,1947,73,M,M,2,1,2,0,0,0,2
2.29,0,28095,IN,1978,42,M,F,0,1,1,5,1,2,1
63.97,0,28867,IN,1974,46,M,F,0,1,1,5,1,2,1
13.98,0,29020,IN,1950,70,S,M,3,1,1,5,3,4,4
4750.01,1,14605,IN,1965,55,S,F,4,0,1,1,3,4,1
4719.04,1,15363,IN,1965,55,M,M,4,1,3,1,3,2,3
539.99,1,16021,IN,1978,42,S,F,0,0,2,1,1,0,2
1732.26,1,17163,IN,1950,70,M,M,2,1,1,5,2,2,3
1120.49,1,20196,IN,1960,60,M,M,1,1,1,5,2,2,1
2482.23,1,20472,IN,1965,55,S,M,4,1,3,5,3,2,3
603.49,1,22225,IN,1957,63,S,F,2,1,1,5,3,2,3
539.99,1,22249,IN,1971,49,M,M,3,1,0,5,2,3,3
548.98,1,22250,IN,1971,49,M,M,3,1,0,5,2,3,3
1223.84,1,25586,IN,1958,62,S,F,1,1,0,3,1,3,2
553.97,1,26895,IN,1973,47,S,F,0,0,0,4,0,3,0
588.96,1,26910,IN,1938,82,S,F,1,1,0,4,1,3,2
1155.48,1,27181,IN,1970,50,S,M,2,1,0,3,1,2,2
1214.85,1,27876,IN,1977,43,M,M,1,0,0,0,0,1,0
2479.94,1,27952,IN,1952,68,M,M,4,0,2,2,3,1,3
805.33,1,28487,IN,1978,42,S,M,0,1,0,0,0,4,2
2452.04,1,29407,IN,1976,44,M,F,4,1,1,4,0,1,0
124.97,0,11847,IN,1964,56,S,F,4,0,2,5,1,4,1
